scope,target_i,target_j,positive_i,positive_j,count_both_positive,p_j_given_i,p_i_given_j,jaccard
validation,is_comment,deep_engagement,50,8873,50,1.0,0.005635072692437733,0.005635072692437733
validation,is_forward,is_click,23,11559,21,0.9130434782608695,0.0018167661562418895,0.0018164518640256034
validation,is_forward,long_view,23,8561,14,0.6086956521739131,0.001635322976287817,0.001633605600933489
validation,is_forward,is_like,23,469,1,0.043478260869565216,0.0021321961620469083,0.002036659877800407
validation,is_forward,is_follow,23,28,0,0.0,0.0,0.0
validation,is_forward,is_comment,23,50,0,0.0,0.0,0.0
validation,is_forward,is_forward,23,23,23,1.0,1.0,1.0
validation,is_forward,is_hate,23,11,0,0.0,0.0,0.0
validation,is_forward,is_profile_enter,23,567,0,0.0,0.0,0.0
validation,is_forward,strong_positive,23,550,23,1.0,0.04181818181818182,0.04181818181818182
validation,is_forward,explicit_positive,23,1066,23,1.0,0.021575984990619138,0.021575984990619138
validation,is_forward,deep_engagement,23,8873,23,1.0,0.0025921334385213568,0.0025921334385213568
validation,is_hate,is_click,11,11559,2,0.18181818181818182,0.00017302534821351327,0.00017289073305670817
validation,is_hate,long_view,11,8561,1,0.09090909090909091,0.00011680878402055835,0.00011667250029168125
validation,is_hate,is_like,11,469,0,0.0,0.0,0.0
validation,is_hate,is_follow,11,28,0,0.0,0.0,0.0
validation,is_hate,is_comment,11,50,0,0.0,0.0,0.0
validation,is_hate,is_forward,11,23,0,0.0,0.0,0.0
validation,is_hate,is_hate,11,11,11,1.0,1.0,1.0
validation,is_hate,is_profile_enter,11,567,0,0.0,0.0,0.0
validation,is_hate,strong_positive,11,550,0,0.0,0.0,0.0
validation,is_hate,explicit_positive,11,1066,0,0.0,0.0,0.0
validation,is_hate,deep_engagement,11,8873,1,0.09090909090909091,0.00011270145384875464,0.00011257458065968704
validation,is_profile_enter,is_click,567,11559,533,0.9400352733686067,0.04611125529890129,0.045976020012076256
validation,is_profile_enter,long_view,567,8561,428,0.7548500881834215,0.04999415956079897,0.049195402298850575
validation,is_profile_enter,is_like,567,469,42,0.07407407407407407,0.08955223880597014,0.04225352112676056
validation,is_profile_enter,is_follow,567,28,4,0.007054673721340388,0.14285714285714285,0.00676818950930626
validation,is_profile_enter,is_comment,567,50,7,0.012345679012345678,0.14,0.011475409836065573
validation,is_profile_enter,is_forward,567,23,0,0.0,0.0,0.0
validation,is_profile_enter,is_hate,567,11,0,0.0,0.0,0.0
validation,is_profile_enter,is_profile_enter,567,567,567,1.0,1.0,1.0
validation,is_profile_enter,strong_positive,567,550,51,0.08994708994708994,0.09272727272727273,0.04784240150093809
validation,is_profile_enter,explicit_positive,567,1066,567,1.0,0.5318949343339587,0.5318949343339587
validation,is_profile_enter,deep_engagement,567,8873,567,1.0,0.06390172433224389,0.06390172433224389
validation,strong_positive,is_click,550,11559,466,0.8472727272727273,0.04031490613374859,0.04002404878467749
validation,strong_positive,long_view,550,8561,368,0.6690909090909091,0.04298563251956547,0.042090815509550496
validation,strong_positive,is_like,550,469,469,0.8527272727272728,1.0,0.8527272727272728
validation,strong_positive,is_follow,550,28,28,0.05090909090909091,1.0,0.05090909090909091
validation,strong_positive,is_comment,550,50,50,0.09090909090909091,1.0,0.09090909090909091
validation,strong_positive,is_forward,550,23,23,0.04181818181818182,1.0,0.04181818181818182
validation,strong_positive,is_hate,550,11,0,0.0,0.0,0.0
validation,strong_positive,is_profile_enter,550,567,51,0.09272727272727273,0.08994708994708994,0.04784240150093809
validation,strong_positive,strong_positive,550,550,550,1.0,1.0,1.0
validation,strong_positive,explicit_positive,550,1066,550,1.0,0.5159474671669794,0.5159474671669794
validation,strong_positive,deep_engagement,550,8873,550,1.0,0.06198579961681506,0.06198579961681506
validation,explicit_positive,is_click,1066,11559,949,0.8902439024390244,0.08210052772731205,0.08127783487495718
validation,explicit_positive,long_view,1066,8561,754,0.7073170731707317,0.08807382315150099,0.084976896201961
validation,explicit_positive,is_like,1066,469,469,0.4399624765478424,1.0,0.4399624765478424
validation,explicit_positive,is_follow,1066,28,28,0.02626641651031895,1.0,0.02626641651031895
validation,explicit_positive,is_comment,1066,50,50,0.04690431519699812,1.0,0.04690431519699812
validation,explicit_positive,is_forward,1066,23,23,0.021575984990619138,1.0,0.021575984990619138
validation,explicit_positive,is_hate,1066,11,0,0.0,0.0,0.0
validation,explicit_positive,is_profile_enter,1066,567,567,0.5318949343339587,1.0,0.5318949343339587
validation,explicit_positive,strong_positive,1066,550,550,0.5159474671669794,1.0,0.5159474671669794
validation,explicit_positive,explicit_positive,1066,1066,1066,1.0,1.0,1.0
validation,explicit_positive,deep_engagement,1066,8873,1066,1.0,0.12013974980277245,0.12013974980277245
validation,deep_engagement,is_click,8873,11559,8734,0.9843344979150231,0.7556016956484125,0.7466233544195588
validation,deep_engagement,long_view,8873,8561,8561,0.9648371463991885,1.0,0.9648371463991885
validation,deep_engagement,is_like,8873,469,469,0.05285698185506593,1.0,0.05285698185506593
validation,deep_engagement,is_follow,8873,28,28,0.0031556407077651303,1.0,0.0031556407077651303
validation,deep_engagement,is_comment,8873,50,50,0.005635072692437733,1.0,0.005635072692437733
validation,deep_engagement,is_forward,8873,23,23,0.0025921334385213568,1.0,0.0025921334385213568
validation,deep_engagement,is_hate,8873,11,1,0.00011270145384875464,0.09090909090909091,0.00011257458065968704
validation,deep_engagement,is_profile_enter,8873,567,567,0.06390172433224389,1.0,0.06390172433224389
validation,deep_engagement,strong_positive,8873,550,550,0.06198579961681506,1.0,0.06198579961681506
validation,deep_engagement,explicit_positive,8873,1066,1066,0.12013974980277245,1.0,0.12013974980277245
validation,deep_engagement,deep_engagement,8873,8873,8873,1.0,1.0,1.0
test,is_click,is_click,11641,11641,11641,1.0,1.0,1.0
test,is_click,long_view,11641,8570,8540,0.7336139506915214,0.9964994165694282,0.7317282152343415
test,is_click,is_like,11641,469,389,0.03341637316381754,0.8294243070362474,0.033188294514119955
test,is_click,is_follow,11641,45,41,0.00352203418950262,0.9111111111111111,0.0035208243881494202
test,is_click,is_comment,11641,50,48,0.004123357099905506,0.96,0.004122648801855192
test,is_click,is_forward,11641,29,24,0.002061678549952753,0.8275862068965517,0.0020607934054611026
test,is_click,is_hate,11641,11,5,0.0004295163645734902,0.45454545454545453,0.0004292950974499871
test,is_click,is_profile_enter,11641,522,495,0.042522120092775534,0.9482758620689655,0.04242372300308536
test,is_click,strong_positive,11641,567,480,0.041233570999055065,0.8465608465608465,0.040927694406548434
test,is_click,explicit_positive,11641,1030,918,0.07885920453569281,0.8912621359223301,0.0781077171785927
test,is_click,deep_engagement,11641,8848,8708,0.7480457005411906,0.9841772151898734,0.7391562685680333
test,long_view,is_click,8570,11641,8540,0.9964994165694282,0.7336139506915214,0.7317282152343415
test,long_view,long_view,8570,8570,8570,1.0,1.0,1.0
test,long_view,is_like,8570,469,313,0.03652275379229872,0.6673773987206824,0.03586981434792574
test,long_view,is_follow,8570,45,36,0.004200700116686115,0.8,0.004196293274274391
test,long_view,is_comment,8570,50,44,0.005134189031505251,0.88,0.005130597014925373
test,long_view,is_forward,8570,29,21,0.002450408401400233,0.7241379310344828,0.002448123105619025
test,long_view,is_hate,8570,11,3,0.0003500583430571762,0.2727272727272727,0.00034973187223128935
test,long_view,is_profile_enter,8570,522,402,0.04690781796966161,0.7701149425287356,0.04626006904487917
test,long_view,strong_positive,8570,567,395,0.046091015169194866,0.6966490299823633,0.045184168382521164
test,long_view,explicit_positive,8570,1030,752,0.08774795799299884,0.7300970873786408,0.08499095840867993
test,long_view,deep_engagement,8570,8848,8570,1.0,0.9685804701627486,0.9685804701627486
test,is_like,is_click,469,11641,389,0.8294243070362474,0.03341637316381754,0.033188294514119955
test,is_like,long_view,469,8570,313,0.6673773987206824,0.03652275379229872,0.03586981434792574
test,is_like,is_like,469,469,469,1.0,1.0,1.0
test,is_like,is_follow,469,45,14,0.029850746268656716,0.3111111111111111,0.028
test,is_like,is_comment,469,50,6,0.01279317697228145,0.12,0.011695906432748537
test,is_like,is_forward,469,29,4,0.008528784648187633,0.13793103448275862,0.008097165991902834
test,is_like,is_hate,469,11,0,0.0,0.0,0.0
test,is_like,is_profile_enter,469,522,40,0.08528784648187633,0.07662835249042145,0.04206098843322818
test,is_like,strong_positive,469,567,469,1.0,0.8271604938271605,0.8271604938271605
test,is_like,explicit_positive,469,1030,469,1.0,0.4553398058252427,0.4553398058252427
test,is_like,deep_engagement,469,8848,469,1.0,0.05300632911392405,0.05300632911392405
test,is_follow,is_click,45,11641,41,0.9111111111111111,0.00352203418950262,0.0035208243881494202
test,is_follow,long_view,45,8570,36,0.8,0.004200700116686115,0.004196293274274391
test,is_follow,is_like,45,469,14,0.3111111111111111,0.029850746268656716,0.028
test,is_follow,is_follow,45,45,45,1.0,1.0,1.0
test,is_follow,is_comment,45,50,0,0.0,0.0,0.0
test,is_follow,is_forward,45,29,2,0.044444444444444446,0.06896551724137931,0.027777777777777776
test,is_follow,is_hate,45,11,0,0.0,0.0,0.0
test,is_follow,is_profile_enter,45,522,11,0.24444444444444444,0.0210727969348659,0.019784172661870502
test,is_follow,strong_positive,45,567,45,1.0,0.07936507936507936,0.07936507936507936
test,is_follow,explicit_positive,45,1030,45,1.0,0.043689320388349516,0.043689320388349516
test,is_follow,deep_engagement,45,8848,45,1.0,0.005085895117540687,0.005085895117540687
test,is_comment,is_click,50,11641,48,0.96,0.004123357099905506,0.004122648801855192
test,is_comment,long_view,50,8570,44,0.88,0.005134189031505251,0.005130597014925373
test,is_comment,is_like,50,469,6,0.12,0.01279317697228145,0.011695906432748537
test,is_comment,is_follow,50,45,0,0.0,0.0,0.0
test,is_comment,is_comment,50,50,50,1.0,1.0,1.0
test,is_comment,is_forward,50,29,1,0.02,0.034482758620689655,0.01282051282051282
test,is_comment,is_hate,50,11,0,0.0,0.0,0.0
test,is_comment,is_profile_enter,50,522,9,0.18,0.017241379310344827,0.015985790408525755
test,is_comment,strong_positive,50,567,50,1.0,0.08818342151675485,0.08818342151675485
test,is_comment,explicit_positive,50,1030,50,1.0,0.04854368932038835,0.04854368932038835
test,is_comment,deep_engagement,50,8848,50,1.0,0.005650994575045208,0.005650994575045208
test,is_forward,is_click,29,11641,24,0.8275862068965517,0.002061678549952753,0.0020607934054611026
test,is_forward,long_view,29,8570,21,0.7241379310344828,0.002450408401400233,0.002448123105619025
test,is_forward,is_like,29,469,4,0.13793103448275862,0.008528784648187633,0.008097165991902834
test,is_forward,is_follow,29,45,2,0.06896551724137931,0.044444444444444446,0.027777777777777776
test,is_forward,is_comment,29,50,1,0.034482758620689655,0.02,0.01282051282051282
test,is_forward,is_forward,29,29,29,1.0,1.0,1.0
test,is_forward,is_hate,29,11,0,0.0,0.0,0.0
test,is_forward,is_profile_enter,29,522,4,0.13793103448275862,0.007662835249042145,0.007312614259597806
test,is_forward,strong_positive,29,567,29,1.0,0.05114638447971781,0.05114638447971781
test,is_forward,explicit_positive,29,1030,29,1.0,0.02815533980582524,0.02815533980582524
test,is_forward,deep_engagement,29,8848,29,1.0,0.0032775768535262205,0.0032775768535262205
test,is_hate,is_click,11,11641,5,0.45454545454545453,0.0004295163645734902,0.0004292950974499871
test,is_hate,long_view,11,8570,3,0.2727272727272727,0.0003500583430571762,0.00034973187223128935
test,is_hate,is_like,11,469,0,0.0,0.0,0.0
test,is_hate,is_follow,11,45,0,0.0,0.0,0.0
test,is_hate,is_comment,11,50,0,0.0,0.0,0.0
test,is_hate,is_forward,11,29,0,0.0,0.0,0.0
test,is_hate,is_hate,11,11,11,1.0,1.0,1.0
test,is_hate,is_profile_enter,11,522,0,0.0,0.0,0.0
test,is_hate,strong_positive,11,567,0,0.0,0.0,0.0
test,is_hate,explicit_positive,11,1030,0,0.0,0.0,0.0
test,is_hate,deep_engagement,11,8848,3,0.2727272727272727,0.0003390596745027125,0.00033875338753387534
test,is_profile_enter,is_click,522,11641,495,0.9482758620689655,0.042522120092775534,0.04242372300308536
test,is_profile_enter,long_view,522,8570,402,0.7701149425287356,0.04690781796966161,0.04626006904487917
test,is_profile_enter,is_like,522,469,40,0.07662835249042145,0.08528784648187633,0.04206098843322818
test,is_profile_enter,is_follow,522,45,11,0.0210727969348659,0.24444444444444444,0.019784172661870502
test,is_profile_enter,is_comment,522,50,9,0.017241379310344827,0.18,0.015985790408525755
test,is_profile_enter,is_forward,522,29,4,0.007662835249042145,0.13793103448275862,0.007312614259597806
test,is_profile_enter,is_hate,522,11,0,0.0,0.0,0.0
test,is_profile_enter,is_profile_enter,522,522,522,1.0,1.0,1.0
test,is_profile_enter,strong_positive,522,567,59,0.11302681992337164,0.10405643738977072,0.05728155339805825
test,is_profile_enter,explicit_positive,522,1030,522,1.0,0.5067961165048543,0.5067961165048543
test,is_profile_enter,deep_engagement,522,8848,522,1.0,0.058996383363471974,0.058996383363471974
test,strong_positive,is_click,567,11641,480,0.8465608465608465,0.041233570999055065,0.040927694406548434
test,strong_positive,long_view,567,8570,395,0.6966490299823633,0.046091015169194866,0.045184168382521164
test,strong_positive,is_like,567,469,469,0.8271604938271605,1.0,0.8271604938271605
test,strong_positive,is_follow,567,45,45,0.07936507936507936,1.0,0.07936507936507936
test,strong_positive,is_comment,567,50,50,0.08818342151675485,1.0,0.08818342151675485
test,strong_positive,is_forward,567,29,29,0.05114638447971781,1.0,0.05114638447971781
test,strong_positive,is_hate,567,11,0,0.0,0.0,0.0
test,strong_positive,is_profile_enter,567,522,59,0.10405643738977072,0.11302681992337164,0.05728155339805825
test,strong_positive,strong_positive,567,567,567,1.0,1.0,1.0
test,strong_positive,explicit_positive,567,1030,567,1.0,0.5504854368932038,0.5504854368932038
test,strong_positive,deep_engagement,567,8848,567,1.0,0.06408227848101265,0.06408227848101265
test,explicit_positive,is_click,1030,11641,918,0.8912621359223301,0.07885920453569281,0.0781077171785927
test,explicit_positive,long_view,1030,8570,752,0.7300970873786408,0.08774795799299884,0.08499095840867993
test,explicit_positive,is_like,1030,469,469,0.4553398058252427,1.0,0.4553398058252427
test,explicit_positive,is_follow,1030,45,45,0.043689320388349516,1.0,0.043689320388349516
test,explicit_positive,is_comment,1030,50,50,0.04854368932038835,1.0,0.04854368932038835
test,explicit_positive,is_forward,1030,29,29,0.02815533980582524,1.0,0.02815533980582524
test,explicit_positive,is_hate,1030,11,0,0.0,0.0,0.0
test,explicit_positive,is_profile_enter,1030,522,522,0.5067961165048543,1.0,0.5067961165048543
test,explicit_positive,strong_positive,1030,567,567,0.5504854368932038,1.0,0.5504854368932038
test,explicit_positive,explicit_positive,1030,1030,1030,1.0,1.0,1.0
test,explicit_positive,deep_engagement,1030,8848,1030,1.0,0.11641048824593128,0.11641048824593128
test,deep_engagement,is_click,8848,11641,8708,0.9841772151898734,0.7480457005411906,0.7391562685680333
test,deep_engagement,long_view,8848,8570,8570,0.9685804701627486,1.0,0.9685804701627486
test,deep_engagement,is_like,8848,469,469,0.05300632911392405,1.0,0.05300632911392405
test,deep_engagement,is_follow,8848,45,45,0.005085895117540687,1.0,0.005085895117540687
test,deep_engagement,is_comment,8848,50,50,0.005650994575045208,1.0,0.005650994575045208
test,deep_engagement,is_forward,8848,29,29,0.0032775768535262205,1.0,0.0032775768535262205
test,deep_engagement,is_hate,8848,11,3,0.0003390596745027125,0.2727272727272727,0.00033875338753387534
test,deep_engagement,is_profile_enter,8848,522,522,0.058996383363471974,1.0,0.058996383363471974
test,deep_engagement,strong_positive,8848,567,567,0.06408227848101265,1.0,0.06408227848101265
test,deep_engagement,explicit_positive,8848,1030,1030,0.11641048824593128,1.0,0.11641048824593128
test,deep_engagement,deep_engagement,8848,8848,8848,1.0,1.0,1.0
